src_ip,dest_ip,protocol,src_port,dest_port,flow_duration,bytes,packets,timestamp,label
113.169.219.65,119.141.250.111,UDP,15727,26334,1.615,3159,197,2025-11-02 10:58:00,0
99.231.71.187,64.42.247.186,TCP,23523,13170,1.27,2155,33,2025-11-02 10:59:00,0
52.117.174.120,41.208.195.244,UDP,22502,24540,8.463,7292,45,2025-11-02 11:00:00,0
7.10.102.61,115.38.0.41,TCP,3406,64864,19.875,416,136,2025-11-02 11:01:00,0
68.152.139.154,173.87.225.98,ICMP,31152,39838,5.396,1981,116,2025-11-02 11:02:00,1
102.109.139.171,88.250.253.79,TCP,54274,59223,4.902,244,134,2025-11-02 11:03:00,0
51.116.164.46,209.140.70.137,TCP,26607,21723,1.924,8976,143,2025-11-02 11:04:00,1
53.87.207.121,236.190.98.151,TCP,43265,18917,0.103,7094,143,2025-11-02 11:05:00,0
13.88.124.118,182.174.166.87,UDP,38150,60859,1.065,5988,137,2025-11-02 11:06:00,0
54.184.115.118,154.0.141.224,TCP,42104,38106,4.391,7286,61,2025-11-02 11:07:00,1
4.74.223.49,243.111.73.65,ICMP,47823,3774,0.82,9781,56,2025-11-02 11:08:00,0
7.109.121.11,69.66.176.50,ICMP,29716,48195,10.764,4460,133,2025-11-02 11:09:00,0
92.181.232.215,58.52.90.115,ICMP,59272,59423,1.042,2465,126,2025-11-02 11:10:00,0
173.22.241.28,118.56.85.18,TCP,33931,55618,3.692,4013,154,2025-11-02 11:11:00,0
235.110.56.26,16.129.238.13,ICMP,8668,29946,3.587,710,126,2025-11-02 11:12:00,1
153.53.28.211,173.79.199.43,UDP,35607,21046,4.631,3457,123,2025-11-02 11:13:00,0
97.163.13.78,200.53.201.247,ICMP,55584,2058,1.983,3105,185,2025-11-02 11:14:00,1
35.29.91.17,225.158.203.137,TCP,38093,17062,10.339,1767,35,2025-11-02 11:15:00,1
195.207.237.158,229.72.47.18,ICMP,46122,13139,2.938,6016,10,2025-11-02 11:16:00,0
244.92.172.79,222.223.231.215,TCP,16209,35743,6.022,4066,91,2025-11-02 11:17:00,0
110.247.216.179,11.189.83.19,TCP,41077,24861,5.052,7902,21,2025-11-02 11:18:00,0
102.105.250.47,100.115.89.74,ICMP,43012,59545,0.623,6104,140,2025-11-02 11:19:00,0
181.63.245.244,24.12.124.116,UDP,11470,15904,4.873,3854,9,2025-11-02 11:20:00,0
250.165.63.87,174.180.225.157,UDP,24186,54801,4.0,1743,144,2025-11-02 11:21:00,0
217.233.6.22,164.70.242.222,ICMP,15174,29043,11.444,7661,120,2025-11-02 11:22:00,0
81.209.240.169,126.144.175.205,TCP,42328,39213,10.638,7470,182,2025-11-02 11:23:00,0
74.137.184.135,248.151.181.119,ICMP,30861,18225,0.818,4581,127,2025-11-02 11:24:00,0
240.124.49.230,223.249.90.242,TCP,52595,1879,0.426,93,23,2025-11-02 11:25:00,0
219.51.160.1,85.107.246.127,TCP,61671,39058,1.745,731,39,2025-11-02 11:26:00,0
236.180.187.162,121.128.206.195,TCP,37027,9803,21.567,6106,128,2025-11-02 11:27:00,1
4.144.131.171,6.77.182.38,UDP,52770,28539,0.109,8488,22,2025-11-02 11:28:00,1
246.217.3.1,161.115.101.8,UDP,2411,48764,5.587,3472,55,2025-11-02 11:29:00,0
71.221.177.201,218.206.77.112,ICMP,13233,23604,4.689,873,159,2025-11-02 11:30:00,1
189.34.7.253,148.54.47.251,UDP,2007,48532,5.2,5834,74,2025-11-02 11:31:00,0
152.210.35.178,211.183.224.228,TCP,62798,15038,1.231,9393,47,2025-11-02 11:32:00,1
244.122.42.27,88.9.51.178,TCP,48138,61581,1.286,3562,27,2025-11-02 11:33:00,0
32.77.120.146,34.163.238.61,ICMP,33175,60504,2.816,8704,128,2025-11-02 11:34:00,0
156.251.156.16,228.143.78.18,TCP,52298,11691,0.504,5900,48,2025-11-02 11:35:00,0
99.46.250.187,71.174.85.32,ICMP,22827,10324,0.388,2066,167,2025-11-02 11:36:00,0
31.3.164.17,43.82.167.248,ICMP,20402,3315,0.463,9869,149,2025-11-02 11:37:00,1
39.47.173.218,193.162.68.50,TCP,57232,46186,4.255,3588,15,2025-11-02 11:38:00,0
176.38.232.132,12.203.84.123,UDP,8572,63068,2.535,945,81,2025-11-02 11:39:00,0
30.157.21.203,58.82.190.201,TCP,40645,34147,1.738,6404,118,2025-11-02 11:40:00,0
66.107.11.222,235.176.111.128,TCP,53076,14357,1.898,1223,45,2025-11-02 11:41:00,0
36.17.89.181,36.233.53.47,ICMP,1799,11270,1.161,1128,19,2025-11-02 11:42:00,0
199.252.0.127,249.114.159.227,UDP,62286,43975,2.651,1232,181,2025-11-02 11:43:00,1
186.89.86.90,223.123.180.247,ICMP,22389,5341,1.135,2168,55,2025-11-02 11:44:00,0
237.133.69.44,160.189.164.96,TCP,31731,44853,5.987,5427,86,2025-11-02 11:45:00,0
200.151.85.19,107.119.100.103,ICMP,50911,62551,0.662,3491,105,2025-11-02 11:46:00,1
101.145.94.254,166.157.185.32,ICMP,56953,42676,14.806,371,177,2025-11-02 11:47:00,0
101.29.248.170,237.65.178.11,TCP,25161,33221,0.471,9443,78,2025-11-02 11:48:00,0
33.201.228.12,187.147.36.201,ICMP,22555,41302,14.364,1088,126,2025-11-02 11:49:00,0
118.93.154.167,102.48.18.183,TCP,18894,393,8.958,2315,189,2025-11-02 11:50:00,0
137.245.148.76,168.6.132.239,ICMP,50571,5472,5.708,5277,60,2025-11-02 11:51:00,0
247.28.160.235,42.87.175.233,UDP,46762,50422,12.169,6425,76,2025-11-02 11:52:00,0
190.116.14.2,135.10.200.177,TCP,3025,8138,0.75,1674,91,2025-11-02 11:53:00,0
180.230.116.172,158.40.2.214,UDP,45431,13998,0.97,7688,116,2025-11-02 11:54:00,1
182.17.2.135,40.50.211.32,ICMP,15780,19435,1.453,542,24,2025-11-02 11:55:00,0
171.209.235.166,48.70.251.199,UDP,58731,56433,1.404,3609,167,2025-11-02 11:56:00,1
165.185.160.108,148.88.108.35,UDP,41854,61404,1.861,9311,126,2025-11-02 11:57:00,0
187.94.121.11,108.151.39.205,UDP,28887,41931,4.286,7356,189,2025-11-02 11:58:00,0
68.122.209.196,52.111.38.68,ICMP,11070,30279,0.143,9566,114,2025-11-02 11:59:00,0
113.97.92.216,189.75.208.65,TCP,24676,10398,2.409,4687,100,2025-11-02 12:00:00,0
22.193.171.127,62.208.1.134,ICMP,56053,31531,1.414,4058,151,2025-11-02 12:01:00,0
134.169.24.247,236.121.74.245,ICMP,37980,48365,4.665,4256,72,2025-11-02 12:02:00,0
185.84.54.251,171.209.39.89,ICMP,14910,4795,21.055,5931,114,2025-11-02 12:03:00,1
144.94.141.167,167.27.237.80,TCP,21769,23795,3.645,5271,93,2025-11-02 12:04:00,0
156.223.219.179,63.191.254.140,ICMP,40141,16550,2.773,8254,167,2025-11-02 12:05:00,0
119.176.8.186,41.243.28.23,ICMP,32847,63522,2.296,7888,72,2025-11-02 12:06:00,0
173.149.159.197,213.79.244.51,TCP,39972,41215,7.684,7471,92,2025-11-02 12:07:00,1
215.196.41.53,112.104.44.90,TCP,14346,41262,0.374,519,97,2025-11-02 12:08:00,0
224.186.73.251,229.149.242.138,TCP,8818,6364,16.066,2394,11,2025-11-02 12:09:00,0
39.121.14.199,135.200.88.238,UDP,47193,44064,2.706,4904,42,2025-11-02 12:10:00,1
157.122.110.131,15.76.105.174,TCP,50919,8080,1.882,1183,126,2025-11-02 12:11:00,1
83.9.91.29,90.212.86.61,UDP,7186,54183,18.261,2373,153,2025-11-02 12:12:00,0
207.34.5.140,108.219.60.51,UDP,49715,12033,13.735,5123,162,2025-11-02 12:13:00,0
111.37.76.93,166.11.215.77,ICMP,17781,43517,5.135,7992,22,2025-11-02 12:14:00,0
147.66.135.8,232.111.65.182,UDP,6929,1506,0.093,7614,130,2025-11-02 12:15:00,1
247.121.83.175,167.203.166.115,ICMP,29789,9449,6.902,5311,179,2025-11-02 12:16:00,0
132.178.84.195,206.29.104.242,UDP,54303,13241,2.044,2685,144,2025-11-02 12:17:00,0
45.135.86.16,235.175.210.31,TCP,62102,59607,2.457,5484,139,2025-11-02 12:18:00,0
77.194.239.9,235.241.234.153,ICMP,46068,40178,0.864,6107,96,2025-11-02 12:19:00,0
60.77.76.245,196.241.178.13,UDP,58507,53493,3.706,878,69,2025-11-02 12:20:00,0
249.70.14.71,228.190.127.254,ICMP,39481,30740,6.824,7453,100,2025-11-02 12:21:00,0
102.225.168.22,170.252.181.101,TCP,20428,32978,1.594,8231,62,2025-11-02 12:22:00,0
152.112.228.172,67.79.217.232,UDP,16404,20178,13.963,5075,19,2025-11-02 12:23:00,1
1.9.234.208,184.102.18.174,UDP,16532,53674,1.083,2249,157,2025-11-02 12:24:00,1
110.199.183.113,143.31.176.149,TCP,20700,19432,0.343,9624,170,2025-11-02 12:25:00,1
217.49.11.89,65.197.26.151,UDP,24284,50133,5.169,5088,151,2025-11-02 12:26:00,1
209.187.153.238,47.222.11.85,UDP,7921,2120,9.463,1999,60,2025-11-02 12:27:00,0
112.77.168.164,244.65.132.137,ICMP,55514,52898,15.302,315,146,2025-11-02 12:28:00,0
121.22.170.134,148.109.81.125,UDP,2588,178,7.287,4664,95,2025-11-02 12:29:00,0
239.196.170.25,63.213.71.98,TCP,50126,34315,1.114,9691,101,2025-11-02 12:30:00,0
18.189.140.43,73.70.29.125,UDP,14894,46955,19.007,9190,81,2025-11-02 12:31:00,0
78.27.145.59,210.218.15.213,ICMP,15243,10227,12.594,1881,183,2025-11-02 12:32:00,0
188.62.184.92,133.246.156.47,UDP,17465,24875,0.891,4185,18,2025-11-02 12:33:00,1
179.55.154.160,101.106.125.22,ICMP,20904,30986,4.091,5715,155,2025-11-02 12:34:00,0
111.136.231.224,206.184.82.163,UDP,55570,27144,4.054,7097,85,2025-11-02 12:35:00,0
212.219.224.68,216.233.59.198,ICMP,11403,52719,2.922,8221,129,2025-11-02 12:36:00,0
46.248.225.240,188.57.2.162,ICMP,55318,12232,20.765,527,142,2025-11-02 12:37:00,1
67.153.135.6,45.49.1.15,UDP,3972,49427,0.307,2167,59,2025-11-02 12:38:00,1
208.23.175.231,165.142.187.96,TCP,54649,14017,4.934,5445,110,2025-11-02 12:39:00,0
94.172.12.197,85.191.208.226,TCP,30617,14135,1.149,6744,161,2025-11-02 12:40:00,0
25.147.117.82,224.241.110.180,UDP,58740,52148,3.747,7305,164,2025-11-02 12:41:00,0
111.81.65.202,23.98.36.107,UDP,36926,14083,7.565,5637,119,2025-11-02 12:42:00,1
247.44.113.175,41.228.56.97,UDP,18995,49205,1.417,1980,167,2025-11-02 12:43:00,0
63.75.238.205,25.109.36.40,UDP,9993,64300,2.499,7775,120,2025-11-02 12:44:00,1
114.110.248.183,85.45.187.240,UDP,63829,7776,15.056,4390,76,2025-11-02 12:45:00,0
203.146.34.231,102.231.97.19,TCP,21670,16176,7.167,999,173,2025-11-02 12:46:00,0
53.25.237.14,91.136.68.5,ICMP,61590,14134,4.252,6670,153,2025-11-02 12:47:00,0
118.44.171.216,217.153.146.158,ICMP,56842,42384,1.255,5832,143,2025-11-02 12:48:00,1
233.192.50.171,228.47.111.144,TCP,64475,62878,2.77,2603,20,2025-11-02 12:49:00,1
119.213.150.184,199.17.183.149,TCP,4702,49137,7.437,503,34,2025-11-02 12:50:00,1
246.18.81.76,31.128.130.223,ICMP,63047,50780,8.589,7711,58,2025-11-02 12:51:00,0
183.219.91.188,25.244.7.193,TCP,44532,22428,1.403,8247,60,2025-11-02 12:52:00,0
187.32.146.28,62.134.6.136,UDP,28543,56976,5.424,958,158,2025-11-02 12:53:00,1
123.179.252.126,19.144.138.111,TCP,51174,57833,0.499,6127,108,2025-11-02 12:54:00,0
177.36.153.99,233.176.10.230,TCP,58927,14838,0.117,1653,141,2025-11-02 12:55:00,1
98.126.226.168,41.189.113.180,TCP,4367,10547,3.978,9054,93,2025-11-02 12:56:00,0
80.37.76.126,194.195.241.92,TCP,53677,24993,1.27,2160,67,2025-11-02 12:57:00,1
87.251.53.150,225.74.66.168,ICMP,5038,10749,0.411,3431,89,2025-11-02 12:58:00,1
16.27.239.163,5.115.212.150,ICMP,6131,25497,6.543,1921,173,2025-11-02 12:59:00,0
188.172.45.72,118.164.251.11,ICMP,45662,1554,3.446,8971,40,2025-11-02 13:00:00,0
236.182.246.214,44.213.232.181,ICMP,38120,60030,7.955,7402,166,2025-11-02 13:01:00,0
85.25.231.85,77.117.115.189,UDP,38447,25242,5.452,5041,47,2025-11-02 13:02:00,0
153.232.64.134,67.12.91.246,UDP,55503,61446,6.543,7296,88,2025-11-02 13:03:00,0
151.114.63.87,11.138.84.244,ICMP,57796,2470,1.836,3883,157,2025-11-02 13:04:00,0
171.106.150.96,85.134.16.48,ICMP,39650,49068,1.528,9029,162,2025-11-02 13:05:00,0
158.76.234.146,142.190.191.97,ICMP,39412,1475,4.592,6169,139,2025-11-02 13:06:00,0
87.206.224.149,75.204.192.162,TCP,42904,48555,1.116,3250,20,2025-11-02 13:07:00,1
57.102.150.91,137.76.127.37,UDP,33356,31110,8.448,9818,148,2025-11-02 13:08:00,0
45.171.209.88,30.168.172.229,UDP,40796,22862,3.7,5556,56,2025-11-02 13:09:00,1
115.46.167.179,47.253.134.142,TCP,35034,46528,1.287,2571,151,2025-11-02 13:10:00,0
170.134.49.176,254.47.254.134,TCP,24423,33106,4.906,5527,100,2025-11-02 13:11:00,1
84.90.133.91,34.207.242.101,TCP,50256,39760,14.505,4593,113,2025-11-02 13:12:00,0
137.244.108.57,228.45.186.70,UDP,61988,44120,0.428,2319,88,2025-11-02 13:13:00,0
31.20.89.40,136.23.66.4,TCP,3685,57613,0.579,9599,104,2025-11-02 13:14:00,0
112.44.76.177,224.0.33.109,TCP,5822,63553,9.284,7345,25,2025-11-02 13:15:00,1
87.147.100.246,9.62.203.10,TCP,1564,64166,0.58,9629,33,2025-11-02 13:16:00,0
117.91.144.28,138.177.43.118,ICMP,23353,33856,0.201,5596,159,2025-11-02 13:17:00,0
169.193.24.58,254.175.214.6,TCP,57084,34062,2.138,194,103,2025-11-02 13:18:00,1
242.40.133.75,216.120.151.213,ICMP,26874,41617,3.143,9347,79,2025-11-02 13:19:00,0
249.252.37.134,248.233.94.111,UDP,20193,30073,4.213,3705,129,2025-11-02 13:20:00,0
173.74.141.66,186.104.63.222,UDP,65117,5965,3.539,6767,182,2025-11-02 13:21:00,0
168.2.246.117,184.225.209.140,UDP,53662,35597,12.22,1154,16,2025-11-02 13:22:00,0
99.224.151.19,163.70.232.104,ICMP,4181,6473,7.32,739,85,2025-11-02 13:23:00,0
146.191.240.116,89.5.192.110,TCP,38509,20358,20.617,7605,59,2025-11-02 13:24:00,0
125.87.236.35,208.187.111.196,UDP,6360,23046,3.236,6995,194,2025-11-02 13:25:00,0
190.0.227.153,157.165.238.220,TCP,8189,63097,0.44,7149,125,2025-11-02 13:26:00,0
173.176.251.126,150.126.135.63,ICMP,52419,54110,15.565,8827,131,2025-11-02 13:27:00,0
235.225.88.144,224.224.140.155,UDP,28642,6565,0.021,1053,143,2025-11-02 13:28:00,1
226.220.146.151,146.17.76.214,TCP,43304,1337,7.483,8771,32,2025-11-02 13:29:00,1
211.24.15.182,190.141.138.103,TCP,53169,43317,0.159,51,178,2025-11-02 13:30:00,0
243.72.128.42,242.116.213.228,UDP,52267,47918,7.161,7514,111,2025-11-02 13:31:00,1
147.224.161.80,17.178.223.14,TCP,48520,15182,13.898,4499,100,2025-11-02 13:32:00,1
236.103.182.146,234.56.92.134,ICMP,14778,34436,2.465,701,188,2025-11-02 13:33:00,0
34.88.124.45,114.184.131.139,UDP,6233,50978,1.379,4673,103,2025-11-02 13:34:00,1
134.20.121.70,109.231.201.119,UDP,62426,64450,1.283,7421,116,2025-11-02 13:35:00,0
96.104.47.235,92.10.98.207,UDP,15514,28607,3.384,5614,118,2025-11-02 13:36:00,1
39.30.233.10,8.211.113.187,UDP,28625,1213,0.937,9654,119,2025-11-02 13:37:00,0
30.248.243.18,149.64.92.152,ICMP,8669,2769,5.588,5911,136,2025-11-02 13:38:00,0
188.87.243.125,158.103.98.225,ICMP,39532,29738,2.297,9477,7,2025-11-02 13:39:00,1
73.222.14.4,84.184.207.73,TCP,37946,64078,1.951,619,132,2025-11-02 13:40:00,0
191.167.8.109,223.144.58.31,ICMP,64621,45376,3.093,8493,10,2025-11-02 13:41:00,0
137.153.131.209,64.47.22.198,TCP,58846,27635,3.911,535,60,2025-11-02 13:42:00,0
16.142.98.121,158.54.6.248,TCP,36457,54929,0.765,4265,25,2025-11-02 13:43:00,1
52.68.246.5,112.231.105.238,UDP,7042,49597,6.151,5974,42,2025-11-02 13:44:00,1
20.78.145.111,203.97.11.60,TCP,51932,9590,10.726,2176,47,2025-11-02 13:45:00,0
2.92.12.4,252.243.51.237,UDP,27398,53534,1.629,5103,96,2025-11-02 13:46:00,0
170.108.73.189,239.154.249.140,TCP,6737,26795,0.995,5491,114,2025-11-02 13:47:00,0
95.104.7.67,141.71.207.190,ICMP,46863,36445,7.146,8861,32,2025-11-02 13:48:00,0
240.190.109.9,125.156.162.60,UDP,53296,18695,1.014,8737,74,2025-11-02 13:49:00,1
222.116.10.99,157.30.76.76,TCP,31096,53193,0.211,7337,153,2025-11-02 13:50:00,1
229.252.41.141,243.60.1.161,ICMP,22559,7086,4.828,246,16,2025-11-02 13:51:00,0
164.119.140.12,200.189.232.121,ICMP,55781,60951,1.371,3170,177,2025-11-02 13:52:00,1
37.73.251.248,59.39.244.177,UDP,32344,18212,0.943,1894,144,2025-11-02 13:53:00,1
73.51.198.130,233.31.37.92,UDP,28587,22670,19.978,5618,94,2025-11-02 13:54:00,0
246.55.59.23,207.214.87.141,UDP,49119,19604,1.726,5304,166,2025-11-02 13:55:00,0
103.39.63.231,85.181.75.128,TCP,19986,54712,11.688,7517,5,2025-11-02 13:56:00,0
85.150.156.206,13.38.22.242,UDP,2050,23156,0.981,1700,7,2025-11-02 13:57:00,0
218.178.196.247,110.106.91.142,ICMP,5497,37457,8.546,8124,8,2025-11-02 13:58:00,1
223.88.30.178,145.23.244.186,ICMP,5691,4512,3.486,7588,33,2025-11-02 13:59:00,0
20.235.182.209,191.33.178.112,UDP,52130,18457,0.409,5019,62,2025-11-02 14:00:00,1
237.129.152.13,214.137.117.200,UDP,28913,23155,6.614,5086,116,2025-11-02 14:01:00,0
122.102.219.106,149.164.6.90,ICMP,27164,28766,11.132,8516,160,2025-11-02 14:02:00,1
119.69.194.186,13.79.29.159,TCP,17994,47409,0.89,758,129,2025-11-02 14:03:00,0
99.81.74.118,133.159.15.239,ICMP,16965,55481,6.466,8733,91,2025-11-02 14:04:00,0
84.191.68.211,201.149.191.247,ICMP,64082,18715,2.944,297,148,2025-11-02 14:05:00,0
214.58.187.211,172.39.236.37,ICMP,30052,46235,7.009,4945,55,2025-11-02 14:06:00,1
126.110.61.144,78.15.42.212,UDP,34476,33454,6.258,2637,191,2025-11-02 14:07:00,1
128.215.104.68,63.235.14.248,TCP,23450,54111,0.135,8052,78,2025-11-02 14:08:00,0
15.216.235.183,172.217.136.65,TCP,4292,33453,0.984,9471,6,2025-11-02 14:09:00,0
35.182.13.177,227.43.19.237,UDP,16217,47770,3.184,6838,52,2025-11-02 14:10:00,0
211.101.99.7,119.197.233.202,ICMP,29090,62478,13.56,3053,2,2025-11-02 14:11:00,1
30.210.48.217,112.122.160.80,UDP,1682,27514,2.093,5264,39,2025-11-02 14:12:00,0
144.110.245.232,100.5.82.31,UDP,35088,31536,4.956,4657,121,2025-11-02 14:13:00,0
179.71.209.220,66.17.233.28,TCP,35317,28288,0.061,5104,32,2025-11-02 14:14:00,0
80.243.82.42,252.67.252.193,TCP,44066,8533,6.209,927,116,2025-11-02 14:15:00,0
17.190.172.205,239.233.113.208,UDP,40942,12892,4.62,7321,179,2025-11-02 14:16:00,0
7.154.9.34,173.57.174.194,UDP,8816,63247,6.283,784,197,2025-11-02 14:17:00,1
36.152.5.152,180.163.128.39,TCP,7628,33502,11.752,7276,92,2025-11-02 14:18:00,1
146.214.133.29,215.217.202.250,TCP,48845,1497,0.792,3476,32,2025-11-02 14:19:00,1
126.152.182.81,106.0.74.88,ICMP,39581,15155,1.516,5203,93,2025-11-02 14:20:00,0
174.151.74.26,202.141.205.199,UDP,8444,61238,27.341,1744,131,2025-11-02 14:21:00,0
127.114.125.226,151.170.149.60,ICMP,39545,11147,0.85,8442,62,2025-11-02 14:22:00,1
28.130.74.166,228.154.183.130,ICMP,62975,58476,6.376,4104,13,2025-11-02 14:23:00,0
189.77.178.90,167.178.109.19,ICMP,59439,5451,6.456,5266,70,2025-11-02 14:24:00,0
176.20.53.184,62.70.203.195,TCP,49336,37404,5.744,1996,21,2025-11-02 14:25:00,0
103.221.58.72,191.110.132.72,ICMP,24042,63927,1.29,1742,189,2025-11-02 14:26:00,0
179.19.111.224,78.188.99.71,TCP,60688,18117,1.211,4254,14,2025-11-02 14:27:00,0
214.58.70.137,7.49.45.224,TCP,64100,43996,5.488,8717,89,2025-11-02 14:28:00,1
109.128.156.191,72.249.75.74,TCP,6132,46792,1.031,2541,71,2025-11-02 14:29:00,1
200.55.245.196,142.72.101.94,UDP,28174,27290,5.417,5167,107,2025-11-02 14:30:00,0
35.122.130.246,69.64.192.185,ICMP,6271,55680,3.392,4647,150,2025-11-02 14:31:00,0
237.103.6.27,62.19.240.203,TCP,9425,23110,2.444,9298,128,2025-11-02 14:32:00,0
1.218.207.230,154.43.194.198,UDP,18031,39072,1.785,6577,32,2025-11-02 14:33:00,0
199.171.86.41,62.106.124.45,UDP,11021,43440,14.742,4096,169,2025-11-02 14:34:00,1
123.74.41.117,11.199.220.202,UDP,6285,24416,3.547,237,32,2025-11-02 14:35:00,0
161.177.62.228,162.87.45.253,TCP,5292,17804,4.119,7671,170,2025-11-02 14:36:00,0
165.232.186.127,112.80.31.203,TCP,7008,10182,14.905,5003,180,2025-11-02 14:37:00,0
209.226.175.133,98.215.246.5,TCP,53925,32717,5.305,8008,81,2025-11-02 14:38:00,1
48.223.2.116,191.28.47.240,UDP,21950,4711,15.833,1355,182,2025-11-02 14:39:00,0
175.189.98.116,250.225.15.153,TCP,32886,41448,0.562,6336,102,2025-11-02 14:40:00,0
14.190.111.253,229.71.28.180,ICMP,33482,28396,9.375,8142,190,2025-11-02 14:41:00,0
61.158.94.17,46.152.233.23,TCP,1034,13501,2.043,4902,85,2025-11-02 14:42:00,0
124.23.115.151,162.194.93.114,TCP,18168,34210,8.317,9413,43,2025-11-02 14:43:00,0
82.49.245.206,245.33.159.117,ICMP,26927,35159,9.677,3381,131,2025-11-02 14:44:00,1
242.78.78.70,29.8.193.185,TCP,64247,1385,1.584,7787,166,2025-11-02 14:45:00,0
27.14.49.36,39.134.109.69,TCP,2201,18541,2.628,8488,167,2025-11-02 14:46:00,0
247.7.78.131,136.95.118.118,TCP,27970,45905,6.473,2602,198,2025-11-02 14:47:00,1
190.46.204.105,18.101.109.82,TCP,61976,4397,0.522,1707,45,2025-11-02 14:48:00,0
98.215.231.96,177.104.236.16,UDP,10192,1392,7.043,6354,46,2025-11-02 14:49:00,1
189.159.221.116,21.137.105.132,TCP,52668,56575,0.585,6453,115,2025-11-02 14:50:00,1
241.12.0.34,44.122.135.111,ICMP,3413,54588,12.294,2688,104,2025-11-02 14:51:00,0
190.78.235.78,117.125.182.19,ICMP,7388,53953,1.617,5774,13,2025-11-02 14:52:00,1
121.92.97.82,239.63.39.232,UDP,64621,52295,4.285,8868,52,2025-11-02 14:53:00,0
246.198.220.247,51.136.157.56,TCP,28057,16653,0.623,8239,9,2025-11-02 14:54:00,0
159.191.252.153,81.231.171.187,ICMP,49569,20302,1.57,1619,185,2025-11-02 14:55:00,1
38.13.135.91,143.195.69.128,UDP,12889,9717,2.587,7655,69,2025-11-02 14:56:00,1
54.129.208.101,126.60.79.218,TCP,19960,15569,3.338,174,43,2025-11-02 14:57:00,0
206.88.55.94,121.100.150.77,UDP,64264,8670,0.0,4160,7,2025-11-02 14:58:00,0
93.83.84.189,175.144.184.126,TCP,13351,4272,10.976,2552,44,2025-11-02 14:59:00,0
245.21.34.229,182.218.179.22,UDP,33276,49391,0.039,6145,172,2025-11-02 15:00:00,1
16.49.121.128,229.82.166.227,UDP,51658,15229,7.429,6887,102,2025-11-02 15:01:00,1
113.170.16.80,141.77.239.95,ICMP,36102,14257,3.18,8088,68,2025-11-02 15:02:00,0
186.246.129.132,109.193.109.52,ICMP,4765,25186,3.71,6585,122,2025-11-02 15:03:00,0
85.166.225.94,103.100.141.201,UDP,41077,23387,1.168,6072,77,2025-11-02 15:04:00,1
134.80.230.217,202.62.198.28,TCP,25025,64954,4.674,1272,44,2025-11-02 15:05:00,0
69.68.147.192,238.216.45.249,TCP,4863,24153,3.853,9185,40,2025-11-02 15:06:00,0
16.50.104.165,28.1.126.17,TCP,41373,22268,0.897,9770,171,2025-11-02 15:07:00,0
232.200.196.170,59.179.131.77,TCP,20163,12780,1.36,947,62,2025-11-02 15:08:00,0
185.65.8.107,210.130.114.165,TCP,47929,14435,0.346,9912,171,2025-11-02 15:09:00,1
100.85.63.214,97.104.23.200,ICMP,26422,29001,0.343,5693,147,2025-11-02 15:10:00,1
22.161.182.157,35.1.32.76,UDP,53773,27974,0.069,5198,49,2025-11-02 15:11:00,0
166.250.109.97,86.204.137.81,ICMP,26060,45501,1.245,5966,193,2025-11-02 15:12:00,1
18.70.192.127,62.42.196.121,TCP,39029,54938,5.692,4129,77,2025-11-02 15:13:00,0
97.0.215.132,59.8.76.188,UDP,46296,37862,1.901,8850,153,2025-11-02 15:14:00,1
4.124.81.27,63.51.22.30,TCP,2764,6439,2.098,7819,41,2025-11-02 15:15:00,0
171.58.31.161,171.246.195.21,TCP,19532,12730,0.707,5943,23,2025-11-02 15:16:00,1
28.105.104.183,43.200.134.16,UDP,59812,29467,4.284,7130,186,2025-11-02 15:17:00,0
228.187.69.62,23.185.86.31,TCP,32635,26408,2.094,2884,43,2025-11-02 15:18:00,0
208.33.86.114,121.68.133.115,ICMP,6315,29563,5.64,4341,105,2025-11-02 15:19:00,1
106.215.55.113,193.58.239.156,ICMP,32133,22559,6.764,8928,113,2025-11-02 15:20:00,0
13.183.17.182,146.215.76.225,ICMP,20505,25731,4.394,4343,168,2025-11-02 15:21:00,1
205.112.228.171,138.6.36.224,TCP,6271,42712,1.615,8636,158,2025-11-02 15:22:00,0
39.188.169.209,173.85.15.216,ICMP,54645,60943,3.553,9742,162,2025-11-02 15:23:00,0
79.145.150.182,116.117.13.139,TCP,42637,27062,1.451,7589,110,2025-11-02 15:24:00,1
243.29.249.98,211.86.161.188,TCP,22407,21830,11.661,5002,138,2025-11-02 15:25:00,0
58.195.66.71,104.140.166.44,ICMP,45525,52491,7.27,897,105,2025-11-02 15:26:00,0
248.145.105.7,28.167.15.50,ICMP,26343,35102,3.396,2432,60,2025-11-02 15:27:00,0
40.69.213.250,115.155.67.92,TCP,40358,37155,16.828,6811,129,2025-11-02 15:28:00,0
193.67.237.49,121.187.139.16,TCP,24752,12656,3.957,7599,140,2025-11-02 15:29:00,0
52.113.106.29,53.181.48.164,TCP,34644,20966,1.991,4322,174,2025-11-02 15:30:00,0
149.217.77.9,62.83.153.56,TCP,31466,55851,0.502,59,93,2025-11-02 15:31:00,0
251.174.75.42,120.89.149.120,ICMP,22334,16317,3.924,5497,75,2025-11-02 15:32:00,0
179.183.178.198,73.68.208.177,TCP,43545,8360,9.845,2460,145,2025-11-02 15:33:00,1
128.19.215.155,98.1.52.119,TCP,22476,14173,10.076,7963,58,2025-11-02 15:34:00,0
166.71.64.182,7.254.227.205,TCP,13161,3543,4.639,106,38,2025-11-02 15:35:00,0
